"campusId","campus","slug","requirement","evidenceField","evidenceValue","status","ownerGate","nextAction"
"4409","Roswell Campus","roswell-campus","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Current director biography","director","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Current school pickups","school_pickups","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4409","Roswell Campus","roswell-campus","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4409","Roswell Campus","roswell-campus","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4409","Roswell Campus","roswell-campus","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4409","Roswell Campus","roswell-campus","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Local FAQ","faq","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4409","Roswell Campus","roswell-campus","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4409","Roswell Campus","roswell-campus","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Campus name","post_title","Satellite Blvd Campus, Duluth, GA","Present","No","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Current director biography","director","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Current school pickups","school_pickups","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Local FAQ","faq","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4413","Satellite Blvd Campus, Duluth, GA","satellite-bvd-campus","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Campus name","post_title","Shenandoah Campus, Newnan GA","Present","No","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Short campus-specific introduction","intro","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4420","Shenandoah Campus, Newnan GA","newnan","Current director biography","director","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4420","Shenandoah Campus, Newnan GA","newnan","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Verified campus features","features","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4420","Shenandoah Campus, Newnan GA","newnan","Current school pickups","school_pickups","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4420","Shenandoah Campus, Newnan GA","newnan","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4420","Shenandoah Campus, Newnan GA","newnan","Quality Rated status","quality_rated","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4420","Shenandoah Campus, Newnan GA","newnan","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4420","Shenandoah Campus, Newnan GA","newnan","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4420","Shenandoah Campus, Newnan GA","newnan","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4420","Shenandoah Campus, Newnan GA","newnan","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4420","Shenandoah Campus, Newnan GA","newnan","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Campus name","post_title","South Cobb Campus, Austell","Present","No","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Current director biography","director","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Current school pickups","school_pickups","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Quality Rated status","quality_rated","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4416","South Cobb Campus, Austell","south-cobb-campus-austell","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Campus name","post_title","Stockbridge Campus","Present","No","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Real campus photography","images","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Current director biography","director","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Current school pickups","school_pickups","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Quality Rated status","quality_rated","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Parent testimonials for that campus","testimonial","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6782","Stockbridge Campus","chroma-early-learning-academy-stockbridge","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Campus name","post_title","Sugarloaf Pkwy Campus","Present","No","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Real campus photography","images","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Current director biography","director","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Ages served","ages","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Verified campus features","features","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Current school pickups","school_pickups","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Quality Rated status","quality_rated","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Parent testimonials for that campus","testimonial","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Local FAQ","faq","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"6780","Sugarloaf Pkwy Campus","chroma-early-learning-academy-sugarloaf-pkwy","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Campus name","post_title","Tramore Campus","Present","No","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Campus email","email","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Short campus-specific introduction","intro","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4290","Tramore Campus","tramore-campus-austell","Current director biography","director","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4290","Tramore Campus","tramore-campus-austell","Programs offered","programs","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Ages served","ages","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4290","Tramore Campus","tramore-campus-austell","Verified campus features","features","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4290","Tramore Campus","tramore-campus-austell","Current school pickups","school_pickups","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4290","Tramore Campus","tramore-campus-austell","GA Pre-K availability","ga_pre_k","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","CAPS participation","caps","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4290","Tramore Campus","tramore-campus-austell","Quality Rated status","quality_rated","optional","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4290","Tramore Campus","tramore-campus-austell","Licensing information","licensing","missing","Missing","Yes","Supply and verify the missing campus field."
"4290","Tramore Campus","tramore-campus-austell","Parent testimonials for that campus","testimonial","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Tuition inquiry","tuition","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4290","Tramore Campus","tramore-campus-austell","Availability or waitlist information","availability","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4290","Tramore Campus","tramore-campus-austell","Schedule-a-tour form","tour_link","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Local FAQ","faq","fallback","Optional or fallback","Yes","Field is intentionally omitted or uses a safe template fallback; confirm whether campus-specific publication is required."
"4290","Tramore Campus","tramore-campus-austell","Nearby communities served","nearby_communities","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Nearby landmarks or access information","nearby_access","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4290","Tramore Campus","tramore-campus-austell","Date the page was last reviewed","last_reviewed","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Campus name","post_title","Tyrone Campus","Present","No","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","City and neighborhood","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Full address","address","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Phone number","phone","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Campus email","email","missing","Missing","Yes","Supply and verify the missing campus field."
"4287","Tyrone Campus","tyrone-campus","Current operating hours","hours","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Directions and map","coordinates","yes","Present","No","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Real campus photography","images","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
"4287","Tyrone Campus","tyrone-campus","Short campus-specific introduction","intro","yes","Present","Yes","Confirm current accuracy against the campus source of truth."
